ID	Statement	Label (0 is False)	Source	Region	Date 	Link	Comments	Original text
103	Boeing’s CEO, Dave Calhoun, said the company is “getting very close to the finish line” of the worldwide grounding of its 737 Max plane, which hasn’t flown passengers since March 2019 following two deadly crashes.	1	CNBC	NORTH AMERICA	28 October 2020	https://www.cnbc.com/2020/10/28/boeing-ceo-says-very-close-to-finish-line-on-getting-737-max-flight-ban-lifted.html		
104	Supreme Court allows states and the federal government to prosecute a person for the same crime, upholding a longstanding rule	1	CNBC	NORTH AMERICA	17 June 2019	https://www.cnbc.com/2019/06/17/scotus-allows-states-and-federal-government-to-prosecute-a-person-for-the-same-crime.html		
105	Iran will surpass the internationally agreed limit on its low-enriched uranium stockpiles in 10 days, the country’s atomic energy body said Monday.	1	CNBC	NORTH AMERICA	17 June 2019	https://www.cnbc.com/2019/06/17/iran-says-it-will-break-internationally-agreed-limit-on-uranium-levels-in-10-days.html		
106	A leading rights group Thursday accused secessionist Yemeni authorities of holding detainees at an overcrowded detention center in the country’s south, exposing them to “serious health risks” amid the coronavirus pandemic. 	1	AP News	NORTH AMERICA	2 July 2020	https://apnews.com/93cec8dd39dbe210344b17fe17d8dba8cp7		
107	 The Green Party’s candidate for president did not strictly follow procedures for getting on Pennsylvania’s ballot in the November election and cannot appear on it, the state Supreme Court ruled Thursday, delivering a win for Democrats as Joe Biden tries to capture the battleground state’s electoral votes.	1	AP News	NORTH AMERICA	17 September 2020	https://apnews.com/cbd7947a020a1c5983a69e804ce3a5f8		
108	Secretary-General Antonio Guterres took the Saudi-led coalition backing Yemen’s government off a global blacklist of parties whose actions have harmed children in conflict, a move that drew immediate protests Monday from human rights groups.	1	AP News	NORTH AMERICA	15 June 2020	https://apnews.com/a37cd41b56727a8784d41d6fb95041f0and		
109	 A reality television star contends in a court filing that a North Carolina city’s size ban on a huge America flag flying at his recreational vehicle store is unconstitutional.	1	AP News	NORTH AMERICA	6 June 2019	https://www.apnews.com/2a6949f3bce44c499a01574b334ea36b		
110	The limpet mines used to attack a Japanese-owned oil tanker near the Strait of Hormuz last week bore “a striking resemblance” to similar mines seen in Iran, a U.S. Navy explosives expert said Wednesday, stopping short of directly blaming Tehran for the assault.	1	AP News	NORTH AMERICA	19/6/2019	https://apnews.com/article/5484dc4a51644fa9839546e1cd7bf89f		
111	A Native American tribe has reclaimed a small part of ancestral lands on California’s scenic Big Sur coast that were lost to Spanish colonial settlement nearly 250 years ago. 	1	AP News	NORTH AMERICA	28 July 2020	https://apnews.com/article/4786a72a304e29db02055dfa97d65597		
112	 New York’s attorney general on Friday recommended the New York Police Department get out of the business of routine traffic enforcement, a radical change she said would prevent encounters like one last year in the Bronx that escalated quickly and ended with an officer fatally shooting a motorist.	1	AP News	NORTH AMERICA	25 September 2020	https://apnews.com/article/c93fa5fc03f25c2b625d36e4c75d1691		
113	 Orson Bean, the witty actor and comedian who enlivened the game show “To Tell the Truth” and played a crotchety merchant on “Dr. Quinn, Medicine Woman,” was hit and killed by a car in Los Angeles, authorities said. He was 91.	1	AP News	NORTH AMERICA	8 February 2020	https://apnews.com/article/c74e551badceefd745bc32d10e4515ff		
114	The amount of land in Colombia being used to harvest coca — the plant used to make cocaine — is still at a record high despite a renewed campaign to manually eradicate the plant, new data from the White House said Thursday night.	1	AP News	NORTH AMERICA	5 March 2020	https://apnews.com/article/0aa6474b944f4ff8eb9e7e9cffffce87		
115	Mexico President Andrés Manuel López Obrador on Thursday named an army general who is a veteran of the country’s drug war to command the newly formed and controversial National Guard.	1	AP News	NORTH AMERICA	11 April 2019	https://www.apnews.com/e37e72d788f54031b2be19974a188029		
116	Nearly two decades after the Aryan Nations’ Idaho compound was demolished, far-right extremists are maintaining a presence in the Pacific Northwest.	1	AP News	NORTH AMERICA	May 26 2019	https://apnews.com/article/f2c9c20176ea427fa3833bbcbbe1a265		
117	A former FBI agent accused of botching the criminal investigation of former Missouri Gov. Eric Greitens turned himself in Monday after being indicted on charges alleging that he lied in a deposition about his interview with a woman who had an affair with Greitens.	1	AP News	NORTH AMERICA	June 17 2019	https://apnews.com/article/8172e48bb5f74427a315ab8322542338		
118	The man accused of killing 22 people and wounding two dozen more in a shooting that targeted Mexicans in the border city of El Paso, Texas, has been charged with federal hate crimes.	1	AP News	NORTH AMERICA	6 February 2020	https://apnews.com/article/540119399f935dcc9ff1c151663a8c23		
119	Two researchers from the Massachusetts Institute of Technology and a third from Harvard University won the 2019 Nobel Prize in economics on Monday for groundbreaking research into what works and what doesn’t in the fight to reduce global poverty.	1	AP News	NORTH AMERICA	14 October 2019	https://apnews.com/article/777efc95f30f41cc997ee47ce04c1c89		
120	Johnny Nash, a singer-songwriter, actor and producer who rose from pop crooner to early reggae star to the creator and performer of the million-selling anthem “I Can See Clearly Now,” died Tuesday, his son said. 	1	AP News	NORTH AMERICA	6 October 2020	https://apnews.com/article/0f9f260a1c75a6901ceaab05b52be458		
121	 The Food and Drug Administration found substantial levels of a worrisome class of nonstick, stain-resistant industrial compounds in some grocery store meats and seafood and in off-the-shelf chocolate cake, according to FDA researchers.	1	AP News	NORTH AMERICA	3 June 2019	https://apnews.com/article/e9c5fa42a1244de48e3edea7a1bb14eb		
122	Mexican drug kingpin and escape artist Joaquin “El Chapo” Guzman was sentenced Wednesday to life behind bars in a U.S. prison, expressing no remorse over his conviction for a massive drug conspiracy that spread murder and mayhem for more than two decades.	1	AP News	NORTH AMERICA	17 July 2019	https://apnews.com/article/2b16e1b751b044f3a7581df96ed41ef3		
123	The White House announced Saturday that Hamza bin Laden , the son of the late al-Qaida leader who had become an increasingly prominent figure in the terrorist organization, was killed in a U.S. counterterrorism operation in the Afghanistan-Pakistan region.	1	AP News	NORTH AMERICA	14 September 2019	https://apnews.com/article/107bb5b28f1c434b91c154e765a80350		
124	President Donald Trump said Saturday he had the power to fire or demote Federal Reserve Chairman Jerome Powell, adding new fuel to his long-running animus toward the central bank’s leader at a moment when the economy was at risk of edging into recession.	1	AP News	NORTH AMERICA	14 March 2020	https://apnews.com/article/2a21e92ed9129e91e713495c9ef50050		
125	In an era of unprecedented airline safety, Boeing’s newest version of its best-selling airliner has crashed twice in less than six months, killing 346 people and delivering a massive blow to the company’s reputation.	1	AP News	NORTH AMERICA	14 March 2019	https://www.apnews.com/a7f4dba194db4310b1687f5e952c7df3		
126	 On 29 September Argentina’s supreme court (CSJN) agreed to analyse the per saltum requests filed by three federal judges against the attempts by the government to transfer them from their current posts and ordered the immediate suspension of the transfers pending a final ruling.	1	Latin News	LATIN AMERICA	30 September 2020	https://www.latinnews.com/component/k2/item/85896.html?archive=3&Itemid=6&cat_id=823702:argentina-supreme-court-intervenes-in-judicial-independence-dispute		
127	Colombia’s presidential advisor for national security, Rafael Guarín, insisted that the government “will not allow itself to be overcome by criminal threats”, in response to a statement made by leaders of the ‘Segunda Marquetalia’ guerrilla group. 	1	Latin News	LATIN AMERICA	30 September 2020	https://www.latinnews.com/component/k2/item/85888.html?archive=3&Itemid=6&cat_id=823702:colombia-farc-dissidents-speak-out-against-duque		
128	Speaking at a United Nations (UN) heads of government meeting on the Sustainable Development Goals (SDGs), Venezuela’s de facto, Nicolás Maduro, has called for the formation of a multilateral fund for financing public procurement in vulnerable countries, especially those affected by international economic sanctions, which he claimed “aggravate the conditions of poverty and further violate the right to development”.	1	Latin News	LATIN AMERICA	30 September 2020	https://www.latinnews.com/component/k2/item/85890.html?archive=3&Itemid=6&cat_id=823702:in-brief-venezuela-seeks-sanction-solutions		
129	Brazil’s federal police (PF) served 76 arrest warrants and close to 300 search and seizure warrants across the states of Pará, Goiás, and São Paulo, as part of an investigation into the embezzlement of public funds through healthcare sector contracts.	1	Latin News	LATIN AMERICA	30 September 2020	https://www.latinnews.com/component/k2/item/85886.html?archive=3&Itemid=6&cat_id=823702:brazil-police-investigate-healthcare-sector-corruption		
130	the Colombia-based journalism foundation, Fundación Gabo, addressed a letter signed by a range of journalists and media organisations to Edison Lanza, the special rapporteur for freedom of expression at the Inter-American Commission on Human Rights (IACHR), requesting that he monitor “with extreme urgency” the situation in El Salvador.	1	Latin News	LATIN AMERICA	30 September 2020	https://www.latinnews.com/component/k2/item/85892.html?archive=3&Itemid=6&cat_id=823702:el-salvador-press-freedom-concerns-escalate		
131	The Central American isthmus federation of chambers of commerce (Fecamco) has released a new study which cites Nicaragua’s socio-political crisis as the cause for businesses throughout the region registering an average of 24% losses.	1	Latin News	LATIN AMERICA	30 April 2019	https://www.latinnews.com/component/k2/item/80013.html?archive=3&Itemid=6&cat_id=817168:in-brief-nicaragua		
132	Hernán Dario Velásquez (‘El Paisa’), a former commander from the demobilised Fuerzas Armadas Revolucionarias de Colombia (Farc) guerrillas, who is wanted by the authorities for failing to appear before the transitional justice court (JEP), released an open letter in which he complains that neither the JEP nor the Colombian authorities have provided the necessary guarantees for him to appear before the court.	1	Latin News	LATIN AMERICA	30 April 2019	https://www.latinnews.com/component/k2/item/80020.html?archive=3&Itemid=6&cat_id=817168:colombia-el-paisa-challenges-jep-government		
133	On 29 April, thousands of people took to the streets in Honduras’s capital Tegucigalpa and across the country to protest reforms to the country’s health and public education systems approved by the unicameral congress on 25 April.	1	Latin News	LATIN AMERICA	30 April 2019	https://www.latinnews.com/component/k2/item/80018.html?archive=3&Itemid=6&cat_id=817168:honduras-hernandez-faces-fresh-unrest		
134	the Brazilian city of Rio de Janeiro was shaken by violence for the second consecutive day, as people were held hostage and shots were exchanged between rival drug trafficking organisations (DTOs) and the police.	1	Latin News	LATIN AMERICA	28 August 2020	https://www.latinnews.com/component/k2/item/85548.html?archive=3&Itemid=6&cat_id=823468:brazil-violence-flares-up-in-rio-de-janeiro		
135	trade unions including the powerful Sindicato Único de Trabajadores de la Construcción y Similares (Suntracs) staged protests in Panama City, outside the supreme court, where unionists filed a claim of unconstitutionality against recently approved changes to the labour legislation.	1	Latin News	LATIN AMERICA	28 August 2020	https://www.latinnews.com/component/k2/item/85546.html?archive=3&Itemid=6&cat_id=823468:panama-unions-file-constitutional-claim-against-new-labour-legislation		
136	The head of Colombia’s army, frustrated by the nation’s faltering efforts to secure peace, has ordered his troops to double the number of criminals and militants they kill, capture or force to surrender in battle — and possibly accept higher civilian casualties in the process, according to written orders and interviews with senior officers.	1	NY Times	LATIN AMERICA	18 May 2019	https://www.nytimes.com/2019/05/18/world/americas/colombian-army-killings.html		
137	Mexico's President Andrés Manuel López Obrador told criminal gangs to stop donating food packages during the coronavirus crisis and instead focus on ending the violence which had left more than 100 people dead the previous day.	1	BBC News	LATIN AMERICA	22 April 2020	https://www.bbc.com/news/world-latin-america-52367898		
138	British intelligence engaged in a far more active programme of covert activity in Latin America in the 1960s than previously understood, it has been claimed.	1	BBC News	LATIN AMERICA	11 December 2020	https://www.bbc.com/news/world-latin-america-55230503		
139	"Indigenous communities in the Amazon region and elsewhere in Brazil are in danger of being ""wiped out"" by the coronavirus, according to health experts. "	1	BBC News	LATIN AMERICA	6 April 2020	https://www.bbc.com/news/world-latin-america-52139875		
140	Mexican President Andres Manuel Lopez Obrador has urged the US to make major reforms to its immigration policy as thousands of migrants were blocked by police in neighbouring Guatemala. Mr Lopez Obrador said he was hopeful that President-elect Joe Biden would agree to work with Mexico and other countries on the issue.	1	BBC News	LATIN AMERICA	19 January 2021	https://www.bbc.com/news/world-latin-america-55714865		
141	"The US says it is sending warships to the Caribbean to stop illegal drugs. ""We must not let the drug cartels exploit the [coronavirus] pandemic to threaten American lives,"" President Donald Trump said."	1	BBC News	LATIN AMERICA	2 April 2020	https://www.bbc.com/news/world-latin-america-52133500		
142	As the world tries desperately to tackle the coronavirus pandemic, Brazil's president is doing his best to downplay it. Jair Bolsonaro has largely struggled to take it seriously. Going against his own health ministry's advice earlier in March, and while awaiting the results of a second coronavirus test, he left self-isolation to join rallies against Congress. 	1	BBC News	LATIN AMERICA	29 March 2020	https://www.bbc.com/news/world-latin-america-52080830		
143	Brazil has removed months of data on Covid-19 from a government website amid criticism of President Jair Bolsonaro's handling of the outbreak. The health ministry said it would now only be reporting cases and deaths in the past 24 hours, no longer giving a total figure as most countries do.	1	BBC News	LATIN AMERICA	7 June 2020	https://www.bbc.com/news/world-latin-america-52952686		
144	Chile has announced it will hold a referendum on the country's constitution following weeks of anti-government protests. 	1	BBC News	LATIN AMERICA	15 November 2019	https://www.bbc.com/news/world-latin-america-50430477		
145	A decade-long, U.N.-assisted anti-corruption effort that brought down a president faced extinction after the Guatemalan government ended the agreement, drawing condemnation Tuesday from transparency and rights groups.	1	AP News	LATIN AMERICA	8 January 2019	https://www.apnews.com/1cc748184ee5436a94a1367a730baf8e		
146	Thousands of people crossed into Colombia on Saturday to buy food and medicine after Venezuelan President Nicolás Maduro reopened a border between the countries that had been shut down for the past four months.	1	AP News	LATIN AMERICA	June 8 2019	https://www.apnews.com/11624a3c53fe4d659da283cbc0b9c4dc		
147	Mexico’s most notorious drug lord, Joaquin “El Chapo” Guzman, was convicted Tuesday of running an industrial-scale smuggling operation after a three-month trial packed with Hollywood-style tales of grisly killings, political payoffs, cocaine hidden in jalapeno cans, jewel-encrusted guns and a naked escape with his mistress through a tunnel.	1	AP News	LATIN AMERICA	February 12 2019	https://www.apnews.com/9ddb7be679e64a77b34431b7ffd22317		
148	Cattleman Laurentino Cortizo was sworn in as Panama’s president Monday, saying he will work during his five-year term to boost the economy and bring transparency in contracting for public works projects.	1	AP News	LATIN AMERICA	July 1 2019	https://www.apnews.com/abc8d8e0fff149c3a7e3394ae3427fb0		
149	Thousands of medallion taxi drivers parked their pink-and-white cabs to block major Mexico City thoroughfares for hours Monday in protest of ride-hailing apps such as Uber, causing long delays for motorists.	1	AP News	LATIN AMERICA	October 7 2019	https://www.apnews.com/8c3ceb8dbb514bcdacd0db82c294219f		
150	Panama’s banking superintendency (SBP) has fined the Bank of China a total of US$1.25m for non-compliance with anti-money laundering rules and non-compliance with Panama’s banking regulatory regime. Bank of China is one of the biggest state-owned commercial banks in China.	1	AP News	LATIN AMERICA	27 July 2021	https://www.latinnews.com/component/k2/item/89367-in-brief-panama-s-banking-superintendency-fines-bank-of-china.html		
1	actor-director Mel Gibson has accused Hollywood of being involved in ritualistic child sacrifices and paedophilia. ,	0	AFP FactCheck	NORTH AMERICA	12 August 2020	https://factcheck.afp.com/there-no-public-evidence-mel-gibson-accused-hollywood-child-sacrifices-and-paedophilia		
2	Pfizer-BioNTech Covid-19 vaccine is dangerous because it contains the nanoparticle graphene oxide	0	AFP FactCheck	NORTH AMERICA	23 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FM82U-1		
3	pilots vaccinated against Covid-19 are barred from flying in Canada because they are part of a medical trial	0	AFP FactCheck	NORTH AMERICA	21 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FF8QF-1		
4	product codes indicate if produce has been genetically modified	0	AFP FactCheck	NORTH AMERICA	08 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9E89TH-1		
5	A tweet from the late tech entrepreneur John McAfee links him to an apartment block collapse in the US state of Florida	0	AFP FactCheck	NORTH AMERICA	2 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DP8HU-1		
6	the World Economic Forum (WEF) tweeted to promote the harvesting of children’s blood	0	AFP FactCheck	NORTH AMERICA	30 June 2021	https://factcheck.afp.com/world-economic-forum-did-not-send-tweet-childrens-blood		
7	"Covid-19 messenger ribonucleic acid (mRNA) vaccines can cause people to develop a ""magnetic force"" due to a process called magnetofection"	0	AFP FactCheck	NORTH AMERICA	12 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9E94UF-1		
8	chicken and beef have been injected with prion proteins, nanoparticles or other material that make them stick to fridge magnets	0	AFP FactCheck	NORTH AMERICA	22 June 2021	https://factcheck.afp.com/misleading-claims-about-magnetism-spread-meat-poultry		
9	Romana Didulo has been appointed head of state and commander-in-chief of the “Republic of Canada.”	0	AFP FactCheck	NORTH AMERICA	18 June 2021	https://factcheck.afp.com/canada-still-headed-justin-trudeau-and-queen-elizabeth-ii		
10	Dasani bottled water contains the same compound used to kill inmates on death row	0	AFP FactCheck	NORTH AMERICA	18 June 2021	https://factcheck.afp.com/dasani-water-has-safe-amounts-potassium-chloride		
11	The Walt Disney Company tried to copyright the Swahili phrase “Hakuna Matata,” the Mexican holiday Dia de los Muertos, and most recently the Norse god Loki	0	AFP FactCheck	NORTH AMERICA	25 June 2021	https://factcheck.afp.com/disney-did-not-copyright-norse-god		
12	Covid-19 vaccines could contain trackers, citing a video showing a positive reading when a device designed to detect pet chips is held over the arm of a vaccinated woman	0	AFP FactCheck	NORTH AMERICA	02 July 2021	https://factcheck.afp.com/covid-19-vaccines-do-not-contain-tracking-devices		
13	"Covid-19 vaccines contain robotic ""nanotechnology"" that can change people's DNA"	0	AFP FactCheck	NORTH AMERICA	14 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EV3G3-1		
14	people who have received a Covid-19 shot are ineligible to donate plasma to the American Red Cross because the vaccine destroys antibodies	0	AFP FactCheck	NORTH AMERICA	27 May 2021	https://factcheck.afp.com/american-red-cross-accepts-plasma-donations-covid-19-vaccine-recipients		
15	Hamas, the Gaza Strip’s Islamist rulers, bought “weapons of mass destruction” with $150 million provided by US President Joe Biden	0	AFP FactCheck	NORTH AMERICA	27 May 2021	https://factcheck.afp.com/us-funded-agency-palestinian-refugees-not-hamas		
16	a whistleblower revealed that millions of votes were changed to favor President Joe Biden by election technology company Dominion, with some attributing the information to former New York City mayor Rudy Giuliani	0	AFP FactCheck	NORTH AMERICA	26 May 2021	https://factcheck.afp.com/new-false-claim-2020-election-fraud-targets-dominion		
17	 Black Lives Matter tweeted support for Hamas, the Islamist rulers of Gaza, who are designated as a terrorist group by the United States	0	AFP FactCheck	NORTH AMERICA	24 May 2021	https://factcheck.afp.com/black-lives-matter-did-not-voice-support-hamas		
18	US space agency NASA warned an asteroid is on path to hit Earth and cannot be stopped by nuclear weapons	0	AFP FactCheck	NORTH AMERICA	18 May 2021	https://factcheck.afp.com/nasa-did-not-warn-real-asteroid-path-hit-earth		
19	US Census Bureau figures show that nearly four million fewer voters cast ballots in the 2020 presidential election than the official tally, raising questions about the integrity of the result	0	AFP FactCheck	NORTH AMERICA	14 May 2021	https://factcheck.afp.com/census-bureau-voter-tally-self-reported-not-official-election-data		
20	US House Speaker Nancy Pelosi thanked “millions of babies for sacrificing their lives for women’s rights”	0	AFP FactCheck	NORTH AMERICA	6 May 2021	https://factcheck.afp.com/nancy-pelosi-did-not-thank-babies-sacrificing-their-lives-womens-rights		
21	President Joe Biden’s climate plan would require Americans to cut red meat consumption by 90 percent	0	AFP FactCheck	NORTH AMERICA	29 April 2021	https://factcheck.afp.com/bidens-climate-plan-does-not-target-us-meat-consumption		
22	 plywood is expensive because it is being used to protect storefronts during the 2021 US protests	0	AFP FactCheck	NORTH AMERICA	23 April 2021	https://factcheck.afp.com/plywood-price-due-high-construction-demand-not-protests		
23	canola oil -- an ingredient in plant-based alternatives to meat -- is toxic	0	AFP FactCheck	NORTH AMERICA	20 April 2021	https://factcheck.afp.com/canola-oil-used-meat-substitutes-safe		
24	a medical examiner said George Floyd’s death should be ruled an overdose	0	AFP FactCheck	NORTH AMERICA	16 April 2021	https://factcheck.afp.com/doctor-did-not-say-george-floyds-death-should-be-ruled-overdose		
25	 Bill Gates has purchased the encrypted messaging app Telegram	0	AFP FactCheck	NORTH AMERICA	13 April 2021	https://factcheck.afp.com/bill-gates-has-not-bought-telegram-messaging-app		
26	nearly $50 million United Nations humanitarian aid package to Ecuador was conditional on the South American country legalizing abortions	0	AFP FactCheck	LATIN AMERICA	22 May 2020	https://factcheck.afp.com/un-falsely-accused-demanding-ecuador-legalize-abortions-get-covid-19-aid		
27	In the constitutional referendum in Chile, those who vote for the “Rejection” option must mark it with a red pencil, while those who vote “I approve” must do so with blue.	0	AFP FactCheck	LATIN AMERICA	25 October 2020	https://factual.afp.com/en-el-plebiscito-en-chile-solo-se-puede-votar-con-lapiz-pasta-azul		en el plebiscito constitucional en Chile quienes voten por la opción “Rechazo” la deben marcar con lápiz rojo, mientras que las personas que voten “Apruebo” lo deben hacer con color azul
28	A kit with medications such as azithromycin and hydroxychloroquine is distributed by the Brazilian government to patients with covid-19	0	AFP FactCheck	LATIN AMERICA	16 September 2020	https://factual.afp.com/este-kit-anticovid-no-es-distribuido-por-el-estado-brasileno		un kit con medicamentos como azitromicina e hidroxicloroquina ha sido compartida cientos de veces en redes sociales desde fines de agosto con la afirmación de que el gobierno brasileño lo reparte a pacientes con covid-19
29	Uruguay was the only country in South America that did not have open television broadcasting of its soccer team's matches for the Qatar 2022 World Cup qualifiers.	0	AFP FactCheck	LATIN AMERICA	20 November 2020	https://factual.afp.com/uruguay-ecuador-y-bolivia-no-emitieron-por-tv-abierta-los-partidos-de-su-seleccion		 Uruguay fue el único país de Sudamérica que no contó con transmisión televisiva abierta de los partidos de su selección de fútbol por las clasificatorias al Mundial de Catar 2022 
30	an example of “love jihad”, a conspiracy that alleges Muslim men in India seduce Hindu women to convert them to Islam	0	AFP FactCheck	LATIN AMERICA	03 December 2020	https://factcheck.afp.com/viral-video-couple-gym-trinidad-circulates-false-claim-about-love-jihad-india		
31	the infrared thermometer, widely used in public spaces amid the COVID-19 pandemic, can damage the pineal gland, located in the brain	0	AFP FactCheck	LATIN AMERICA	20 August 2020	https://checamos.afp.com/medir-temperatura-com-um-termometro-infravermelho-nao-danifica-glandula-pineal		o termômetro infravermelho, amplamente utilizado em espaços públicos em meio à pandemia de COVID-19, pode danificar a glândula pineal, localizada no cérebro
32	Cuba, Argentina and Venezuela do not have any financial subsidy to help their population during the covid-19 pandemic, unlike the Brazilian emergency aid	0	AFP FactCheck	LATIN AMERICA	17 September 2020	https://checamos.afp.com/argentina-e-venezuela-pagam-auxilio-emergencial-e-cuba-cobre-salarios-durante-pandemia		Cuba, Argentina e Venezuela não possuem qualquer subsídio financeiro para ajudar sua população durante a pandemia de covid-19, ao contrário do auxílio emergencial brasileiro
33	The medicine paracetamol P-500 contains the 'Machupo' virus	0	AFP FactCheck	LATIN AMERICA	31 August 2020	https://factual.afp.com/el-virus-machupo-no-puede-sobrevivir-en-una-tableta-de-paracetamol		"El medicamento paracetamol P-500 ""contiene el virus 'Machupo'"""
34	The Ecuadorian fiscal general Diana Salazar was declared by the United Nations Organization “as an accomplice to corruption” in the country of Ecuador	0	AFP FactCheck	LATIN AMERICA	13 August 2020	https://factual.afp.com/la-onu-no-declaro-complice-de-corrupcion-la-fiscal-general-de-ecuador-diana-salazar		"la fiscal general ecuatoriana Diana Salazar fue declarada por la Organización de Naciones Unidas “como cómplice de la corrupción"" en el país Ecuador"
35	Lionel Messi is boycotting a match against Israel because he refuses to play “against people who kill innocent Palestinian children”.	0	AFP FactCheck	LATIN AMERICA	25 May 2021	https://factcheck.afp.com/fabricated-quote-attributed-football-star-lionel-messi-has-been-circulating-online-2018		
36	Haiti's first lady Martine Moise died after a July 7, 2021 attack that killed her husband the president	0	AFP FactCheck	LATIN AMERICA	07 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EB8C9-1		
37	US President Joe Biden authorized a US military intervention in Haiti on July 7, 2021, the day the Caribbean country's president was assassinated.	0	AFP FactCheck	LATIN AMERICA	13 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EU6A2-1		
38	After thousands of Cubans marched in anti-government protests, President Miguel Diaz-Canel announced he would resign in a televised broadcast on July 17.	0	AFP FactCheck	LATIN AMERICA	26 July 2021	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FH4XQ-1		
39	ivermectin, an antiparasitic medicine, is a useful treatment against covid-19, and a “miracle” medicine	0	AFP FactCheck	LATIN AMERICA	18 June 2021	https://checamos.afp.com/eficacia-da-ivermectina-contra-covid-19-nao-foi-demonstrada-cientificamente		 ivermectina, um medicamento antiparasitário, como um tratamento útil contra a covid-19, e até mesmo como um remédio “milagroso”
40	 covid-19 masks hide parasites inside	0	AFP FactCheck	LATIN AMERICA	19 April 2021	https://checamos.afp.com/os-fios-pretos-dentro-das-mascaras-nao-sao-parasitas-mas-fibras-texteis-inofensivas		as máscaras contra covid-19 escondem parasitas em seu interior 
41	supposed “anti-sex beds” made of cardboard were used in the Olympic Village as an apparent measure to avoid contagion of covid-19 during the Tokyo 2020 Olympic Games	0	AFP FactCheck	LATIN AMERICA	22 July 2021	https://factual.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FN7AG-1		 las supuestas “camas anti-sexo” hechas de cartón en la Villa Olímpica, como una aparente medida para evitar contagios de covid-19 durante los Juegos Olímpicos de Tokio 2020
42	Drinking just a glass of water at specific times of the day can prevent multiple health problems, such as strokes and heart attacks.	0	AFP FactCheck	LATIN AMERICA	23 February 2021	https://checamos.afp.com/beber-agua-em-horarios-especificos-nao-evita-derrames-ou-ataques-cardiacos-dizem-especialistas		Beber apenas um copo d’água em horários específicos do dia pode evitar múltiplos problemas de saúde, como derrames e ataques cardíacos
43	drinking onion juice prevents the development of any prostate problems	0	AFP FactCheck	LATIN AMERICA	12 February 2021	https://checamos.afp.com/beber-suco-de-cebola-nao-impede-o-desenvolvimento-de-problemas-na-prostata		beber suco de cebola impede o desenvolvimento de qualquer problema na próstata
44	Extreme oral hygiene, including rinsing with alcoholic beverages, allows patients to recover from Covid-19	0	AFP FactCheck	LATIN AMERICA	28 October 2021	https://factual.afp.com/tener-una-buena-higiene-bucal-no-previene-ni-cura-el-covid-19		extremar la higiene bucal, inclusive con enjuagues con bebidas alcohólicas, permite a los pacientes recuperarse del covid-19
45	car manufacturer Ford leaving Brazil would have been part of a “global decision” taken two years ago to end production of all passenger vehicles worldwide	0	AFP FactCheck	LATIN AMERICA	26 January 2021	https://checamos.afp.com/nao-ha-registro-de-que-ford-tenha-encerrado-globalmente-producao-de-veiculos-de-passageiros		o anúncio da fabricante automobilística Ford de sair do Brasil teria feito parte de uma “decisão global” tomada há dois anos de encerrar a produção de veículos de passageiros
46	a technique known as postural drainage can replace mechanical ventilation in patients with covid-19	0	AFP FactCheck	LATIN AMERICA	25 February 2021	https://checamos.afp.com/postura-de-brucos-aumenta-oxigenacao-mas-nao-substitui-respiradores-contra-covid-19		uma técnica conhecida como drenagem postural pode substituir a ventilação mecânica em pacientes com covid-19
47	Bananas with green stems and brown spots were ripened “through a chemical process”, while those with black stems were ripened “in a natural way”	0	AFP FactCheck	LATIN AMERICA	9 October 2021	https://factual.afp.com/las-manchas-de-los-platanos-indican-el-nivel-de-maduracion-y-no-intervencion-quimica		los plátanos con tallo verde y manchas marrones fueron madurados “a través de un proceso químico”, mientras que los que tienen tallo negro lo hicieron “de manera natural”
48	In Chile, if the “Approve” option wins by 80% in the October 25 referendum , it is possible to request the resignation of the president, Sebastián Piñera.	0	AFP FactCheck	LATIN AMERICA	23 September 2020	https://factual.afp.com/el-plebiscito-del-25-de-octubre-de-2020-en-chile-no-contempla-revocar-al-presidente-pinera		en Chile gana la opción “Apruebo” por un 80% en el plebiscito del próximo 25 de octubre se puede pedir la renuncia del presidente, Sebastián Piñera
49	In the United States “they have a qualified vote” and anyone who has not completed secondary school or receives social plans is not authorized to vote.	0	AFP FactCheck	LATIN AMERICA	11 September 2020	https://factual.afp.com/en-eeuu-no-hay-voto-calificado-no-se-inhabilita-al-votante-si-recibe-subsidios-ni-por-su-nivel		en Estados Unidos “tienen voto calificado” y que quien no haya hecho la escuela secundaria o cobre planes sociales no está habilitado para votar, requisitos que, aseguran los usuarios, si se aplicaran en Argentina lograrían que “el peronismo no gane nunca más”. 
