id	pre_cutoff	date	label	region	source	original_language	statement	link
101	True	30 October 2020	1	NORTH AMERICA	CNBC	English	President Donald Trump’s campaign website appeared to fall victim to hackers Tuesday night.	https://www.cnbc.com/2020/10/28/trump-campaign-website-hacked.html
102	True	30 October 2020	1	NORTH AMERICA	CNBC	English	The U.S. government will pay Eli Lilly $375 million to supply 300,00 doses of its experimental antibody drug to treat the coronavirus	https://www.cnbc.com/2020/10/28/coronavirus-us-in-375-million-deal-with-eli-lilly-for-antibody-drug.html
103	True	28 October 2020	1	NORTH AMERICA	CNBC	English	Boeing’s CEO, Dave Calhoun, said the company is “getting very close to the finish line” of the worldwide grounding of its 737 Max plane, which hasn’t flown passengers since March 2019 following two deadly crashes.	https://www.cnbc.com/2020/10/28/boeing-ceo-says-very-close-to-finish-line-on-getting-737-max-flight-ban-lifted.html
104	True	17 June 2019	1	NORTH AMERICA	CNBC	English	Supreme Court allows states and the federal government to prosecute a person for the same crime, upholding a longstanding rule	https://www.cnbc.com/2019/06/17/scotus-allows-states-and-federal-government-to-prosecute-a-person-for-the-same-crime.html
105	True	17 June 2019	1	NORTH AMERICA	CNBC	English	Iran will surpass the internationally agreed limit on its low-enriched uranium stockpiles in 10 days, the country’s atomic energy body said Monday.	https://www.cnbc.com/2019/06/17/iran-says-it-will-break-internationally-agreed-limit-on-uranium-levels-in-10-days.html
106	True	2 July 2020	1	NORTH AMERICA	AP News	English	A leading rights group Thursday accused secessionist Yemeni authorities of holding detainees at an overcrowded detention center in the country’s south, exposing them to “serious health risks” amid the coronavirus pandemic. 	https://apnews.com/93cec8dd39dbe210344b17fe17d8dba8cp7
107	True	17 September 2020	1	NORTH AMERICA	AP News	English	 The Green Party’s candidate for president did not strictly follow procedures for getting on Pennsylvania’s ballot in the November election and cannot appear on it, the state Supreme Court ruled Thursday, delivering a win for Democrats as Joe Biden tries to capture the battleground state’s electoral votes.	https://apnews.com/cbd7947a020a1c5983a69e804ce3a5f8
108	True	15 June 2020	1	NORTH AMERICA	AP News	English	Secretary-General Antonio Guterres took the Saudi-led coalition backing Yemen’s government off a global blacklist of parties whose actions have harmed children in conflict, a move that drew immediate protests Monday from human rights groups.	https://apnews.com/a37cd41b56727a8784d41d6fb95041f0and
109	True	6 June 2019	1	NORTH AMERICA	AP News	English	 A reality television star contends in a court filing that a North Carolina city’s size ban on a huge America flag flying at his recreational vehicle store is unconstitutional.	https://www.apnews.com/2a6949f3bce44c499a01574b334ea36b
110	True	19/6/2019	1	NORTH AMERICA	AP News	English	The limpet mines used to attack a Japanese-owned oil tanker near the Strait of Hormuz last week bore “a striking resemblance” to similar mines seen in Iran, a U.S. Navy explosives expert said Wednesday, stopping short of directly blaming Tehran for the assault.	https://apnews.com/article/5484dc4a51644fa9839546e1cd7bf89f
111	True	28 July 2020	1	NORTH AMERICA	AP News	English	A Native American tribe has reclaimed a small part of ancestral lands on California’s scenic Big Sur coast that were lost to Spanish colonial settlement nearly 250 years ago. 	https://apnews.com/article/4786a72a304e29db02055dfa97d65597
112	True	25 September 2020	1	NORTH AMERICA	AP News	English	 New York’s attorney general on Friday recommended the New York Police Department get out of the business of routine traffic enforcement, a radical change she said would prevent encounters like one last year in the Bronx that escalated quickly and ended with an officer fatally shooting a motorist.	https://apnews.com/article/c93fa5fc03f25c2b625d36e4c75d1691
113	True	8 February 2020	1	NORTH AMERICA	AP News	English	 Orson Bean, the witty actor and comedian who enlivened the game show “To Tell the Truth” and played a crotchety merchant on “Dr. Quinn, Medicine Woman,” was hit and killed by a car in Los Angeles, authorities said. He was 91.	https://apnews.com/article/c74e551badceefd745bc32d10e4515ff
114	True	5 March 2020	1	NORTH AMERICA	AP News	English	The amount of land in Colombia being used to harvest coca — the plant used to make cocaine — is still at a record high despite a renewed campaign to manually eradicate the plant, new data from the White House said Thursday night.	https://apnews.com/article/0aa6474b944f4ff8eb9e7e9cffffce87
115	True	11 April 2019	1	NORTH AMERICA	AP News	English	Mexico President Andrés Manuel López Obrador on Thursday named an army general who is a veteran of the country’s drug war to command the newly formed and controversial National Guard.	https://www.apnews.com/e37e72d788f54031b2be19974a188029
116	True	May 26 2019	1	NORTH AMERICA	AP News	English	Nearly two decades after the Aryan Nations’ Idaho compound was demolished, far-right extremists are maintaining a presence in the Pacific Northwest.	https://apnews.com/article/f2c9c20176ea427fa3833bbcbbe1a265
117	True	June 17 2019	1	NORTH AMERICA	AP News	English	A former FBI agent accused of botching the criminal investigation of former Missouri Gov. Eric Greitens turned himself in Monday after being indicted on charges alleging that he lied in a deposition about his interview with a woman who had an affair with Greitens.	https://apnews.com/article/8172e48bb5f74427a315ab8322542338
118	True	6 February 2020	1	NORTH AMERICA	AP News	English	The man accused of killing 22 people and wounding two dozen more in a shooting that targeted Mexicans in the border city of El Paso, Texas, has been charged with federal hate crimes.	https://apnews.com/article/540119399f935dcc9ff1c151663a8c23
119	True	14 October 2019	1	NORTH AMERICA	AP News	English	Two researchers from the Massachusetts Institute of Technology and a third from Harvard University won the 2019 Nobel Prize in economics on Monday for groundbreaking research into what works and what doesn’t in the fight to reduce global poverty.	https://apnews.com/article/777efc95f30f41cc997ee47ce04c1c89
120	True	6 October 2020	1	NORTH AMERICA	AP News	English	Johnny Nash, a singer-songwriter, actor and producer who rose from pop crooner to early reggae star to the creator and performer of the million-selling anthem “I Can See Clearly Now,” died Tuesday, his son said. 	https://apnews.com/article/0f9f260a1c75a6901ceaab05b52be458
121	True	3 June 2019	1	NORTH AMERICA	AP News	English	 The Food and Drug Administration found substantial levels of a worrisome class of nonstick, stain-resistant industrial compounds in some grocery store meats and seafood and in off-the-shelf chocolate cake, according to FDA researchers.	https://apnews.com/article/e9c5fa42a1244de48e3edea7a1bb14eb
122	True	17 July 2019	1	NORTH AMERICA	AP News	English	Mexican drug kingpin and escape artist Joaquin “El Chapo” Guzman was sentenced Wednesday to life behind bars in a U.S. prison, expressing no remorse over his conviction for a massive drug conspiracy that spread murder and mayhem for more than two decades.	https://apnews.com/article/2b16e1b751b044f3a7581df96ed41ef3
123	True	14 September 2019	1	NORTH AMERICA	AP News	English	The White House announced Saturday that Hamza bin Laden , the son of the late al-Qaida leader who had become an increasingly prominent figure in the terrorist organization, was killed in a U.S. counterterrorism operation in the Afghanistan-Pakistan region.	https://apnews.com/article/107bb5b28f1c434b91c154e765a80350
124	True	14 March 2020	1	NORTH AMERICA	AP News	English	President Donald Trump said Saturday he had the power to fire or demote Federal Reserve Chairman Jerome Powell, adding new fuel to his long-running animus toward the central bank’s leader at a moment when the economy was at risk of edging into recession.	https://apnews.com/article/2a21e92ed9129e91e713495c9ef50050
125	True	14 March 2019	1	NORTH AMERICA	AP News	English	In an era of unprecedented airline safety, Boeing’s newest version of its best-selling airliner has crashed twice in less than six months, killing 346 people and delivering a massive blow to the company’s reputation.	https://www.apnews.com/a7f4dba194db4310b1687f5e952c7df3
126	True	30 September 2020	1	LATIN AMERICA	Latin News	English	 On 29 September Argentina’s supreme court (CSJN) agreed to analyse the per saltum requests filed by three federal judges against the attempts by the government to transfer them from their current posts and ordered the immediate suspension of the transfers pending a final ruling.	https://www.latinnews.com/component/k2/item/85896.html?archive=3&Itemid=6&cat_id=823702:argentina-supreme-court-intervenes-in-judicial-independence-dispute
127	True	30 September 2020	1	LATIN AMERICA	Latin News	English	Colombia’s presidential advisor for national security, Rafael Guarín, insisted that the government “will not allow itself to be overcome by criminal threats”, in response to a statement made by leaders of the ‘Segunda Marquetalia’ guerrilla group. 	https://www.latinnews.com/component/k2/item/85888.html?archive=3&Itemid=6&cat_id=823702:colombia-farc-dissidents-speak-out-against-duque
128	True	30 September 2020	1	LATIN AMERICA	Latin News	English	Speaking at a United Nations (UN) heads of government meeting on the Sustainable Development Goals (SDGs), Venezuela’s de facto, Nicolás Maduro, has called for the formation of a multilateral fund for financing public procurement in vulnerable countries, especially those affected by international economic sanctions, which he claimed “aggravate the conditions of poverty and further violate the right to development”.	https://www.latinnews.com/component/k2/item/85890.html?archive=3&Itemid=6&cat_id=823702:in-brief-venezuela-seeks-sanction-solutions
129	True	30 September 2020	1	LATIN AMERICA	Latin News	English	Brazil’s federal police (PF) served 76 arrest warrants and close to 300 search and seizure warrants across the states of Pará, Goiás, and São Paulo, as part of an investigation into the embezzlement of public funds through healthcare sector contracts.	https://www.latinnews.com/component/k2/item/85886.html?archive=3&Itemid=6&cat_id=823702:brazil-police-investigate-healthcare-sector-corruption
130	True	30 September 2020	1	LATIN AMERICA	Latin News	English	the Colombia-based journalism foundation, Fundación Gabo, addressed a letter signed by a range of journalists and media organisations to Edison Lanza, the special rapporteur for freedom of expression at the Inter-American Commission on Human Rights (IACHR), requesting that he monitor “with extreme urgency” the situation in El Salvador.	https://www.latinnews.com/component/k2/item/85892.html?archive=3&Itemid=6&cat_id=823702:el-salvador-press-freedom-concerns-escalate
131	True	30 April 2019	1	LATIN AMERICA	Latin News	English	The Central American isthmus federation of chambers of commerce (Fecamco) has released a new study which cites Nicaragua’s socio-political crisis as the cause for businesses throughout the region registering an average of 24% losses.	https://www.latinnews.com/component/k2/item/80013.html?archive=3&Itemid=6&cat_id=817168:in-brief-nicaragua
132	True	30 April 2019	1	LATIN AMERICA	Latin News	English	Hernán Dario Velásquez (‘El Paisa’), a former commander from the demobilised Fuerzas Armadas Revolucionarias de Colombia (Farc) guerrillas, who is wanted by the authorities for failing to appear before the transitional justice court (JEP), released an open letter in which he complains that neither the JEP nor the Colombian authorities have provided the necessary guarantees for him to appear before the court.	https://www.latinnews.com/component/k2/item/80020.html?archive=3&Itemid=6&cat_id=817168:colombia-el-paisa-challenges-jep-government
133	True	30 April 2019	1	LATIN AMERICA	Latin News	English	On 29 April, thousands of people took to the streets in Honduras’s capital Tegucigalpa and across the country to protest reforms to the country’s health and public education systems approved by the unicameral congress on 25 April.	https://www.latinnews.com/component/k2/item/80018.html?archive=3&Itemid=6&cat_id=817168:honduras-hernandez-faces-fresh-unrest
134	True	28 August 2020	1	LATIN AMERICA	Latin News	English	the Brazilian city of Rio de Janeiro was shaken by violence for the second consecutive day, as people were held hostage and shots were exchanged between rival drug trafficking organisations (DTOs) and the police.	https://www.latinnews.com/component/k2/item/85548.html?archive=3&Itemid=6&cat_id=823468:brazil-violence-flares-up-in-rio-de-janeiro
135	True	28 August 2020	1	LATIN AMERICA	Latin News	English	trade unions including the powerful Sindicato Único de Trabajadores de la Construcción y Similares (Suntracs) staged protests in Panama City, outside the supreme court, where unionists filed a claim of unconstitutionality against recently approved changes to the labour legislation.	https://www.latinnews.com/component/k2/item/85546.html?archive=3&Itemid=6&cat_id=823468:panama-unions-file-constitutional-claim-against-new-labour-legislation
136	True	18 May 2019	1	LATIN AMERICA	NY Times	English	The head of Colombia’s army, frustrated by the nation’s faltering efforts to secure peace, has ordered his troops to double the number of criminals and militants they kill, capture or force to surrender in battle — and possibly accept higher civilian casualties in the process, according to written orders and interviews with senior officers.	https://www.nytimes.com/2019/05/18/world/americas/colombian-army-killings.html
137	True	22 April 2020	1	LATIN AMERICA	BBC News	English	Mexico's President Andrés Manuel López Obrador told criminal gangs to stop donating food packages during the coronavirus crisis and instead focus on ending the violence which had left more than 100 people dead the previous day.	https://www.bbc.com/news/world-latin-america-52367898
138	True	11 December 2020	1	LATIN AMERICA	BBC News	English	British intelligence engaged in a far more active programme of covert activity in Latin America in the 1960s than previously understood, it has been claimed.	https://www.bbc.com/news/world-latin-america-55230503
139	True	6 April 2020	1	LATIN AMERICA	BBC News	English	"Indigenous communities in the Amazon region and elsewhere in Brazil are in danger of being ""wiped out"" by the coronavirus, according to health experts. "	https://www.bbc.com/news/world-latin-america-52139875
140	True	19 January 2021	1	LATIN AMERICA	BBC News	English	Mexican President Andres Manuel Lopez Obrador has urged the US to make major reforms to its immigration policy as thousands of migrants were blocked by police in neighbouring Guatemala. Mr Lopez Obrador said he was hopeful that President-elect Joe Biden would agree to work with Mexico and other countries on the issue.	https://www.bbc.com/news/world-latin-america-55714865
141	True	2 April 2020	1	LATIN AMERICA	BBC News	English	"The US says it is sending warships to the Caribbean to stop illegal drugs. ""We must not let the drug cartels exploit the [coronavirus] pandemic to threaten American lives,"" President Donald Trump said."	https://www.bbc.com/news/world-latin-america-52133500
142	True	29 March 2020	1	LATIN AMERICA	BBC News	English	As the world tries desperately to tackle the coronavirus pandemic, Brazil's president is doing his best to downplay it. Jair Bolsonaro has largely struggled to take it seriously. Going against his own health ministry's advice earlier in March, and while awaiting the results of a second coronavirus test, he left self-isolation to join rallies against Congress. 	https://www.bbc.com/news/world-latin-america-52080830
143	True	7 June 2020	1	LATIN AMERICA	BBC News	English	Brazil has removed months of data on Covid-19 from a government website amid criticism of President Jair Bolsonaro's handling of the outbreak. The health ministry said it would now only be reporting cases and deaths in the past 24 hours, no longer giving a total figure as most countries do.	https://www.bbc.com/news/world-latin-america-52952686
144	True	15 November 2019	1	LATIN AMERICA	BBC News	English	Chile has announced it will hold a referendum on the country's constitution following weeks of anti-government protests. 	https://www.bbc.com/news/world-latin-america-50430477
145	True	8 January 2019	1	LATIN AMERICA	AP News	English	A decade-long, U.N.-assisted anti-corruption effort that brought down a president faced extinction after the Guatemalan government ended the agreement, drawing condemnation Tuesday from transparency and rights groups.	https://www.apnews.com/1cc748184ee5436a94a1367a730baf8e
146	True	June 8 2019	1	LATIN AMERICA	AP News	English	Thousands of people crossed into Colombia on Saturday to buy food and medicine after Venezuelan President Nicolás Maduro reopened a border between the countries that had been shut down for the past four months.	https://www.apnews.com/11624a3c53fe4d659da283cbc0b9c4dc
147	True	February 12 2019	1	LATIN AMERICA	AP News	English	Mexico’s most notorious drug lord, Joaquin “El Chapo” Guzman, was convicted Tuesday of running an industrial-scale smuggling operation after a three-month trial packed with Hollywood-style tales of grisly killings, political payoffs, cocaine hidden in jalapeno cans, jewel-encrusted guns and a naked escape with his mistress through a tunnel.	https://www.apnews.com/9ddb7be679e64a77b34431b7ffd22317
148	True	July 1 2019	1	LATIN AMERICA	AP News	English	Cattleman Laurentino Cortizo was sworn in as Panama’s president Monday, saying he will work during his five-year term to boost the economy and bring transparency in contracting for public works projects.	https://www.apnews.com/abc8d8e0fff149c3a7e3394ae3427fb0
149	True	October 7 2019	1	LATIN AMERICA	AP News	English	Thousands of medallion taxi drivers parked their pink-and-white cabs to block major Mexico City thoroughfares for hours Monday in protest of ride-hailing apps such as Uber, causing long delays for motorists.	https://www.apnews.com/8c3ceb8dbb514bcdacd0db82c294219f
150	True	27 July 2021	1	LATIN AMERICA	AP News	English	Panama’s banking superintendency (SBP) has fined the Bank of China a total of US$1.25m for non-compliance with anti-money laundering rules and non-compliance with Panama’s banking regulatory regime. Bank of China is one of the biggest state-owned commercial banks in China.	https://www.latinnews.com/component/k2/item/89367-in-brief-panama-s-banking-superintendency-fines-bank-of-china.html
151	True	12 August 2020	0	NORTH AMERICA	AFP FactCheck	English	actor-director Mel Gibson has accused Hollywood of being involved in ritualistic child sacrifices and paedophilia. ,	https://factcheck.afp.com/there-no-public-evidence-mel-gibson-accused-hollywood-child-sacrifices-and-paedophilia
152	True	23 July 2021	0	NORTH AMERICA	AFP FactCheck	English	Pfizer-BioNTech Covid-19 vaccine is dangerous because it contains the nanoparticle graphene oxide	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FM82U-1
153	True	21 July 2021	0	NORTH AMERICA	AFP FactCheck	English	pilots vaccinated against Covid-19 are barred from flying in Canada because they are part of a medical trial	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FF8QF-1
154	True	08 July 2021	0	NORTH AMERICA	AFP FactCheck	English	product codes indicate if produce has been genetically modified	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9E89TH-1
155	True	2 July 2021	0	NORTH AMERICA	AFP FactCheck	English	A tweet from the late tech entrepreneur John McAfee links him to an apartment block collapse in the US state of Florida	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DP8HU-1
156	True	30 June 2021	0	NORTH AMERICA	AFP FactCheck	English	the World Economic Forum (WEF) tweeted to promote the harvesting of children’s blood	https://factcheck.afp.com/world-economic-forum-did-not-send-tweet-childrens-blood
157	True	12 July 2021	0	NORTH AMERICA	AFP FactCheck	English	"Covid-19 messenger ribonucleic acid (mRNA) vaccines can cause people to develop a ""magnetic force"" due to a process called magnetofection"	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9E94UF-1
158	True	22 June 2021	0	NORTH AMERICA	AFP FactCheck	English	chicken and beef have been injected with prion proteins, nanoparticles or other material that make them stick to fridge magnets	https://factcheck.afp.com/misleading-claims-about-magnetism-spread-meat-poultry
159	True	18 June 2021	0	NORTH AMERICA	AFP FactCheck	English	Romana Didulo has been appointed head of state and commander-in-chief of the “Republic of Canada.”	https://factcheck.afp.com/canada-still-headed-justin-trudeau-and-queen-elizabeth-ii
160	True	18 June 2021	0	NORTH AMERICA	AFP FactCheck	English	Dasani bottled water contains the same compound used to kill inmates on death row	https://factcheck.afp.com/dasani-water-has-safe-amounts-potassium-chloride
161	True	25 June 2021	0	NORTH AMERICA	AFP FactCheck	English	The Walt Disney Company tried to copyright the Swahili phrase “Hakuna Matata,” the Mexican holiday Dia de los Muertos, and most recently the Norse god Loki	https://factcheck.afp.com/disney-did-not-copyright-norse-god
162	True	02 July 2021	0	NORTH AMERICA	AFP FactCheck	English	Covid-19 vaccines could contain trackers, citing a video showing a positive reading when a device designed to detect pet chips is held over the arm of a vaccinated woman	https://factcheck.afp.com/covid-19-vaccines-do-not-contain-tracking-devices
163	True	14 July 2021	0	NORTH AMERICA	AFP FactCheck	English	"Covid-19 vaccines contain robotic ""nanotechnology"" that can change people's DNA"	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EV3G3-1
164	True	27 May 2021	0	NORTH AMERICA	AFP FactCheck	English	people who have received a Covid-19 shot are ineligible to donate plasma to the American Red Cross because the vaccine destroys antibodies	https://factcheck.afp.com/american-red-cross-accepts-plasma-donations-covid-19-vaccine-recipients
165	True	27 May 2021	0	NORTH AMERICA	AFP FactCheck	English	Hamas, the Gaza Strip’s Islamist rulers, bought “weapons of mass destruction” with $150 million provided by US President Joe Biden	https://factcheck.afp.com/us-funded-agency-palestinian-refugees-not-hamas
166	True	26 May 2021	0	NORTH AMERICA	AFP FactCheck	English	a whistleblower revealed that millions of votes were changed to favor President Joe Biden by election technology company Dominion, with some attributing the information to former New York City mayor Rudy Giuliani	https://factcheck.afp.com/new-false-claim-2020-election-fraud-targets-dominion
167	True	24 May 2021	0	NORTH AMERICA	AFP FactCheck	English	 Black Lives Matter tweeted support for Hamas, the Islamist rulers of Gaza, who are designated as a terrorist group by the United States	https://factcheck.afp.com/black-lives-matter-did-not-voice-support-hamas
168	True	18 May 2021	0	NORTH AMERICA	AFP FactCheck	English	US space agency NASA warned an asteroid is on path to hit Earth and cannot be stopped by nuclear weapons	https://factcheck.afp.com/nasa-did-not-warn-real-asteroid-path-hit-earth
169	True	14 May 2021	0	NORTH AMERICA	AFP FactCheck	English	US Census Bureau figures show that nearly four million fewer voters cast ballots in the 2020 presidential election than the official tally, raising questions about the integrity of the result	https://factcheck.afp.com/census-bureau-voter-tally-self-reported-not-official-election-data
170	True	6 May 2021	0	NORTH AMERICA	AFP FactCheck	English	US House Speaker Nancy Pelosi thanked “millions of babies for sacrificing their lives for women’s rights”	https://factcheck.afp.com/nancy-pelosi-did-not-thank-babies-sacrificing-their-lives-womens-rights
171	True	29 April 2021	0	NORTH AMERICA	AFP FactCheck	English	President Joe Biden’s climate plan would require Americans to cut red meat consumption by 90 percent	https://factcheck.afp.com/bidens-climate-plan-does-not-target-us-meat-consumption
172	True	23 April 2021	0	NORTH AMERICA	AFP FactCheck	English	 plywood is expensive because it is being used to protect storefronts during the 2021 US protests	https://factcheck.afp.com/plywood-price-due-high-construction-demand-not-protests
173	True	20 April 2021	0	NORTH AMERICA	AFP FactCheck	English	canola oil -- an ingredient in plant-based alternatives to meat -- is toxic	https://factcheck.afp.com/canola-oil-used-meat-substitutes-safe
174	True	16 April 2021	0	NORTH AMERICA	AFP FactCheck	English	a medical examiner said George Floyd’s death should be ruled an overdose	https://factcheck.afp.com/doctor-did-not-say-george-floyds-death-should-be-ruled-overdose
175	True	13 April 2021	0	NORTH AMERICA	AFP FactCheck	English	 Bill Gates has purchased the encrypted messaging app Telegram	https://factcheck.afp.com/bill-gates-has-not-bought-telegram-messaging-app
176	True	22 May 2020	0	LATIN AMERICA	AFP FactCheck	English	nearly $50 million United Nations humanitarian aid package to Ecuador was conditional on the South American country legalizing abortions	https://factcheck.afp.com/un-falsely-accused-demanding-ecuador-legalize-abortions-get-covid-19-aid
177	True	25 October 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	In the constitutional referendum in Chile, those who vote for the “Rejection” option must mark it with a red pencil, while those who vote “I approve” must do so with blue.	https://factual.afp.com/en-el-plebiscito-en-chile-solo-se-puede-votar-con-lapiz-pasta-azul
178	True	16 September 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	A kit with medications such as azithromycin and hydroxychloroquine is distributed by the Brazilian government to patients with covid-19	https://factual.afp.com/este-kit-anticovid-no-es-distribuido-por-el-estado-brasileno
179	True	20 November 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	Uruguay was the only country in South America that did not have open television broadcasting of its soccer team's matches for the Qatar 2022 World Cup qualifiers.	https://factual.afp.com/uruguay-ecuador-y-bolivia-no-emitieron-por-tv-abierta-los-partidos-de-su-seleccion
180	True	03 December 2020	0	LATIN AMERICA	AFP FactCheck	English	an example of “love jihad”, a conspiracy that alleges Muslim men in India seduce Hindu women to convert them to Islam	https://factcheck.afp.com/viral-video-couple-gym-trinidad-circulates-false-claim-about-love-jihad-india
181	True	20 August 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	the infrared thermometer, widely used in public spaces amid the COVID-19 pandemic, can damage the pineal gland, located in the brain	https://checamos.afp.com/medir-temperatura-com-um-termometro-infravermelho-nao-danifica-glandula-pineal
182	True	17 September 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	Cuba, Argentina and Venezuela do not have any financial subsidy to help their population during the covid-19 pandemic, unlike the Brazilian emergency aid	https://checamos.afp.com/argentina-e-venezuela-pagam-auxilio-emergencial-e-cuba-cobre-salarios-durante-pandemia
183	True	31 August 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	The medicine paracetamol P-500 contains the 'Machupo' virus	https://factual.afp.com/el-virus-machupo-no-puede-sobrevivir-en-una-tableta-de-paracetamol
184	True	13 August 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	The Ecuadorian fiscal general Diana Salazar was declared by the United Nations Organization “as an accomplice to corruption” in the country of Ecuador	https://factual.afp.com/la-onu-no-declaro-complice-de-corrupcion-la-fiscal-general-de-ecuador-diana-salazar
185	True	25 May 2021	0	LATIN AMERICA	AFP FactCheck	English	Lionel Messi is boycotting a match against Israel because he refuses to play “against people who kill innocent Palestinian children”.	https://factcheck.afp.com/fabricated-quote-attributed-football-star-lionel-messi-has-been-circulating-online-2018
186	True	07 July 2021	0	LATIN AMERICA	AFP FactCheck	English	Haiti's first lady Martine Moise died after a July 7, 2021 attack that killed her husband the president	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EB8C9-1
187	True	13 July 2021	0	LATIN AMERICA	AFP FactCheck	English	US President Joe Biden authorized a US military intervention in Haiti on July 7, 2021, the day the Caribbean country's president was assassinated.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9EU6A2-1
188	True	26 July 2021	0	LATIN AMERICA	AFP FactCheck	English	After thousands of Cubans marched in anti-government protests, President Miguel Diaz-Canel announced he would resign in a televised broadcast on July 17.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FH4XQ-1
189	True	18 June 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	ivermectin, an antiparasitic medicine, is a useful treatment against covid-19, and a “miracle” medicine	https://checamos.afp.com/eficacia-da-ivermectina-contra-covid-19-nao-foi-demonstrada-cientificamente
190	True	19 April 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	 covid-19 masks hide parasites inside	https://checamos.afp.com/os-fios-pretos-dentro-das-mascaras-nao-sao-parasitas-mas-fibras-texteis-inofensivas
191	True	22 July 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	supposed “anti-sex beds” made of cardboard were used in the Olympic Village as an apparent measure to avoid contagion of covid-19 during the Tokyo 2020 Olympic Games	https://factual.afp.com/http%253A%252F%252Fdoc.afp.com%252F9FN7AG-1
192	True	23 February 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	Drinking just a glass of water at specific times of the day can prevent multiple health problems, such as strokes and heart attacks.	https://checamos.afp.com/beber-agua-em-horarios-especificos-nao-evita-derrames-ou-ataques-cardiacos-dizem-especialistas
193	True	12 February 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	drinking onion juice prevents the development of any prostate problems	https://checamos.afp.com/beber-suco-de-cebola-nao-impede-o-desenvolvimento-de-problemas-na-prostata
194	True	28 October 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	Extreme oral hygiene, including rinsing with alcoholic beverages, allows patients to recover from Covid-19	https://factual.afp.com/tener-una-buena-higiene-bucal-no-previene-ni-cura-el-covid-19
195	True	26 January 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	car manufacturer Ford leaving Brazil would have been part of a “global decision” taken two years ago to end production of all passenger vehicles worldwide	https://checamos.afp.com/nao-ha-registro-de-que-ford-tenha-encerrado-globalmente-producao-de-veiculos-de-passageiros
196	True	25 February 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	a technique known as postural drainage can replace mechanical ventilation in patients with covid-19	https://checamos.afp.com/postura-de-brucos-aumenta-oxigenacao-mas-nao-substitui-respiradores-contra-covid-19
197	True	9 October 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	Bananas with green stems and brown spots were ripened “through a chemical process”, while those with black stems were ripened “in a natural way”	https://factual.afp.com/las-manchas-de-los-platanos-indican-el-nivel-de-maduracion-y-no-intervencion-quimica
198	True	23 September 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	In Chile, if the “Approve” option wins by 80% in the October 25 referendum , it is possible to request the resignation of the president, Sebastián Piñera.	https://factual.afp.com/el-plebiscito-del-25-de-octubre-de-2020-en-chile-no-contempla-revocar-al-presidente-pinera
199	True	11 September 2020	0	LATIN AMERICA	AFP FactCheck	Spanish	In the United States “they have a qualified vote” and anyone who has not completed secondary school or receives social plans is not authorized to vote.	https://factual.afp.com/en-eeuu-no-hay-voto-calificado-no-se-inhabilita-al-votante-si-recibe-subsidios-ni-por-su-nivel
200	True	18 Janeiro 2021	0	LATIN AMERICA	AFP FactCheck	Spanish	Out of “193 countries in the world”, electronic voting machines are only used in two nations besides Brazil: Cuba and Venezuela	https://checamos.afp.com/o-preco-da-coronavac-e-inferior-ao-pago-em-varios-paises-por-outros-imunizantes-contra-covid-19
201	True	15 June 2021	0	EUROPE	AFP FactCheck	English	people dressed as mimes and black birds depict a satanic ritual on the margins of the G7 summit in England	https://factcheck.afp.com/purported-satanic-ritual-g7-summit-was-climate-protest
202	True	04 June 2021	0	EUROPE	AFP FactCheck	English	 Sweden stopped using PCR tests for diagnosing Covid-19 as these tests are purportedly unable to detect contagiousness	https://factcheck.afp.com/online-posts-falsely-claim-sweden-stopped-using-pcr-tests-covid-19-may-2021
203	True	07 July 2021	0	EUROPE	AFP FactCheck	English	World Economic Forum founder Klaus Schwab purportedly wrote billions will die from 'organized epidemics'.	https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9DZ4PF-1
